Date,Open,High,Low,Close,Adj Close,Volume
2023-08-11,61.630001,62.465000,61.630001,62.419998,62.419998,4513205
2023-08-14,61.439999,61.720001,61.099998,61.560001,61.560001,4733411
2023-08-15,61.439999,61.529999,60.834999,60.930000,60.930000,4170397
2023-08-16,60.700001,61.189999,60.650002,60.680000,60.680000,5011595
2023-08-17,61.450001,61.680000,60.831001,60.990002,60.990002,4099843
2023-08-18,60.389999,61.230000,60.265999,61.200001,61.200001,3627689
2023-08-21,61.580002,61.709999,61.060001,61.419998,61.419998,2906847
2023-08-22,61.470001,61.529999,60.880001,60.930000,60.930000,2903838
2023-08-23,60.610001,60.970001,60.125000,60.730000,60.730000,2818815
2023-08-24,60.470001,60.939999,60.419998,60.459999,60.459999,2915432
2023-08-25,61.049999,61.160000,60.575001,61.029999,61.029999,3417173
2023-08-28,61.240002,61.630001,61.110001,61.419998,61.419998,2405541
2023-08-29,61.599998,62.025002,61.290001,62.009998,62.009998,2925694
2023-08-30,62.439999,62.560001,62.139999,62.240002,62.240002,2464087
2023-08-31,62.439999,62.439999,61.884998,62.090000,62.090000,3051592
2023-09-01,63.009998,63.160000,62.474998,62.849998,62.849998,2924792
2023-09-05,63.290001,63.564999,62.634998,62.849998,62.849998,3944605
2023-09-06,63.029999,63.580002,62.940102,63.389999,63.389999,3640134
2023-09-07,63.279999,63.529999,63.029999,63.029999,63.029999,3041259
2023-09-08,63.000000,63.639999,62.910000,63.200001,63.200001,4476333
2023-09-11,63.880001,64.019997,63.360001,63.520000,63.520000,4328969
2023-09-12,63.580002,64.150002,63.580002,64.070000,64.070000,5717953
2023-09-13,64.239998,64.264999,63.650002,63.930000,63.930000,4737805
2023-09-14,64.400002,65.370003,64.360001,65.339996,65.339996,7459641
2023-09-15,64.940002,65.339996,64.610001,64.650002,64.650002,4787592
2023-09-18,65.110001,65.260002,64.760002,65.230003,65.230003,3410816
2023-09-19,65.599998,65.724998,65.089996,65.169998,65.169998,5506664
2023-09-20,64.970001,65.540001,64.742599,64.930000,64.930000,12779342
2023-09-21,65.129997,65.375000,64.430000,64.459999,64.459999,6842505
